epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,448.693,0.50418,0.50634,0.88618,0.89282,0.62527,0.71341,0.5783,0.56458,0.57754,0.88628,8.80012e-05,8.80012e-05,8.80012e-05
14,482.008,0.48617,0.4951,0.88167,0.87566,0.63705,0.72752,0.58843,0.55796,0.56051,0.88515,8.70013e-05,8.70013e-05,8.70013e-05
15,515.177,0.49593,0.49759,0.8851,0.89001,0.62728,0.72461,0.5908,0.55969,0.56676,0.89937,8.60014e-05,8.60014e-05,8.60014e-05
16,549.965,0.49294,0.47661,0.88456,0.88989,0.64355,0.72999,0.59695,0.55419,0.55312,0.88577,8.50015e-05,8.50015e-05,8.50015e-05
17,584.462,0.48368,0.45844,0.87843,0.8952,0.65726,0.73629,0.60021,0.54853,0.54576,0.88305,8.40016e-05,8.40016e-05,8.40016e-05
18,619.379,0.48416,0.46096,0.88044,0.89459,0.65968,0.72658,0.59842,0.5395,0.53202,0.87389,8.30017e-05,8.30017e-05,8.30017e-05
19,651.289,0.47685,0.46093,0.87561,0.92532,0.63436,0.73521,0.60159,0.53134,0.5264,0.87432,8.20018e-05,8.20018e-05,8.20018e-05
20,685.253,0.46813,0.44333,0.87402,0.85674,0.67003,0.738,0.61135,0.53211,0.52437,0.87114,8.10019e-05,8.10019e-05,8.10019e-05
21,718.009,0.4735,0.43882,0.87606,0.85239,0.67868,0.7455,0.60818,0.5456,0.52305,0.88365,8.0002e-05,8.0002e-05,8.0002e-05
22,751.622,0.46783,0.43489,0.87261,0.90064,0.6595,0.74769,0.61814,0.52145,0.49387,0.87589,7.90021e-05,7.90021e-05,7.90021e-05
23,786.832,0.4569,0.42492,0.86655,0.92477,0.62925,0.74336,0.61835,0.51445,0.51823,0.86007,7.80022e-05,7.80022e-05,7.80022e-05
24,820.658,0.45521,0.42322,0.86494,0.8991,0.64977,0.74641,0.62157,0.51437,0.50373,0.86791,7.70023e-05,7.70023e-05,7.70023e-05
25,853.433,0.45285,0.41584,0.86535,0.90963,0.66194,0.7477,0.61718,0.51889,0.50518,0.86483,7.60024e-05,7.60024e-05,7.60024e-05
26,885.674,0.45946,0.41924,0.86848,0.91531,0.65964,0.74947,0.61458,0.51587,0.5039,0.86719,7.50025e-05,7.50025e-05,7.50025e-05
27,919.353,0.44594,0.406,0.86424,0.87098,0.65911,0.738,0.61201,0.51726,0.51107,0.8641,7.40026e-05,7.40026e-05,7.40026e-05
28,953.278,0.44578,0.40434,0.86232,0.88372,0.67822,0.7567,0.62107,0.52171,0.49865,0.86435,7.30027e-05,7.30027e-05,7.30027e-05
29,986.001,0.44022,0.39439,0.8599,0.88951,0.66674,0.75366,0.62007,0.5114,0.49195,0.86704,7.20028e-05,7.20028e-05,7.20028e-05
30,1018.88,0.44163,0.39188,0.85932,0.90283,0.66068,0.75165,0.62258,0.51989,0.4959,0.86929,7.10029e-05,7.10029e-05,7.10029e-05
31,1053.2,0.44795,0.40341,0.8602,0.9185,0.66679,0.75705,0.62415,0.51645,0.48324,0.87297,7.0003e-05,7.0003e-05,7.0003e-05
32,1086.97,0.43181,0.37867,0.8579,0.86112,0.67982,0.74676,0.62042,0.50737,0.4927,0.86595,6.90031e-05,6.90031e-05,6.90031e-05
33,1119.63,0.42523,0.37969,0.85443,0.87768,0.6778,0.75682,0.62364,0.52058,0.49278,0.87552,6.80032e-05,6.80032e-05,6.80032e-05
34,1154.15,0.4223,0.37459,0.85335,0.90145,0.66421,0.75017,0.62315,0.50938,0.48734,0.86697,6.70033e-05,6.70033e-05,6.70033e-05
35,1188.61,0.43479,0.38535,0.85285,0.9062,0.66972,0.75481,0.62678,0.5109,0.48463,0.86926,6.60034e-05,6.60034e-05,6.60034e-05
36,1222.35,0.43079,0.37205,0.85371,0.9039,0.67347,0.75357,0.62427,0.51531,0.48565,0.8656,6.50035e-05,6.50035e-05,6.50035e-05
37,1255.02,0.42428,0.36984,0.85454,0.90331,0.6798,0.76078,0.63179,0.50156,0.47438,0.85954,6.40036e-05,6.40036e-05,6.40036e-05
38,1289.58,0.41801,0.36215,0.85773,0.92828,0.6705,0.75941,0.62674,0.50533,0.47233,0.85659,6.30037e-05,6.30037e-05,6.30037e-05
39,1323.62,0.42154,0.36217,0.84853,0.90108,0.67996,0.75406,0.63067,0.49742,0.46238,0.86392,6.20038e-05,6.20038e-05,6.20038e-05
40,1355.3,0.4131,0.35991,0.84715,0.90618,0.68222,0.75607,0.6303,0.5037,0.46626,0.86569,6.10039e-05,6.10039e-05,6.10039e-05
41,1390.72,0.41622,0.3595,0.8513,0.90398,0.6821,0.76434,0.63643,0.49117,0.4528,0.8599,6.0004e-05,6.0004e-05,6.0004e-05
42,1425.29,0.40278,0.35598,0.84513,0.89941,0.6735,0.76179,0.6335,0.49253,0.46315,0.85485,5.90041e-05,5.90041e-05,5.90041e-05
43,1458.75,0.40299,0.34211,0.84395,0.88852,0.68536,0.76123,0.63422,0.50288,0.44391,0.86594,5.80042e-05,5.80042e-05,5.80042e-05
44,1492.07,0.40903,0.34943,0.84588,0.903,0.69252,0.76605,0.6364,0.50018,0.45227,0.86603,5.70043e-05,5.70043e-05,5.70043e-05
45,1526.47,0.40523,0.34861,0.84741,0.91568,0.68272,0.76359,0.6345,0.49758,0.44899,0.85657,5.60044e-05,5.60044e-05,5.60044e-05
46,1560.14,0.40475,0.34455,0.84273,0.92741,0.67246,0.76243,0.63725,0.49139,0.45003,0.85594,5.50045e-05,5.50045e-05,5.50045e-05
47,1593.4,0.40881,0.34487,0.8459,0.88327,0.69731,0.76153,0.63326,0.49791,0.45587,0.86217,5.40046e-05,5.40046e-05,5.40046e-05
48,1625.79,0.40397,0.33924,0.84334,0.92289,0.68674,0.76785,0.63919,0.49689,0.46009,0.86249,5.30047e-05,5.30047e-05,5.30047e-05
49,1660.66,0.39754,0.33926,0.84261,0.94259,0.65824,0.76353,0.63372,0.50354,0.46691,0.86297,5.20048e-05,5.20048e-05,5.20048e-05
50,1696.66,0.3975,0.3385,0.84142,0.89423,0.69279,0.76398,0.63287,0.50109,0.43911,0.86665,5.10049e-05,5.10049e-05,5.10049e-05
51,1732.1,0.40549,0.34229,0.84522,0.89159,0.68373,0.76511,0.63754,0.49698,0.45655,0.86381,5.0005e-05,5.0005e-05,5.0005e-05
52,1765.6,0.3932,0.33589,0.84031,0.93399,0.66803,0.76955,0.63387,0.50249,0.44838,0.86425,4.90051e-05,4.90051e-05,4.90051e-05
53,1801.65,0.39596,0.33208,0.84053,0.9054,0.69541,0.77615,0.64244,0.49347,0.45005,0.86429,4.80052e-05,4.80052e-05,4.80052e-05
54,1835.62,0.3901,0.32478,0.84255,0.92004,0.69221,0.77451,0.64362,0.48375,0.43731,0.85715,4.70053e-05,4.70053e-05,4.70053e-05
55,1871.94,0.38661,0.32501,0.8377,0.88418,0.69236,0.77129,0.64057,0.48734,0.44375,0.86301,4.60054e-05,4.60054e-05,4.60054e-05
56,1906.54,0.38753,0.32897,0.83848,0.87721,0.69176,0.76454,0.63667,0.50051,0.45367,0.86315,4.50055e-05,4.50055e-05,4.50055e-05
57,1940.81,0.39256,0.32558,0.84017,0.92006,0.67418,0.76275,0.63958,0.48143,0.42973,0.85571,4.40056e-05,4.40056e-05,4.40056e-05
58,1974.53,0.38239,0.3182,0.83699,0.94355,0.67026,0.77409,0.64387,0.49017,0.43444,0.8583,4.30057e-05,4.30057e-05,4.30057e-05
59,2009.09,0.38605,0.32224,0.83854,0.93484,0.68428,0.76581,0.645,0.48162,0.43331,0.85691,4.20058e-05,4.20058e-05,4.20058e-05
60,2044.27,0.3749,0.31385,0.83458,0.94428,0.66576,0.76718,0.64351,0.48667,0.44006,0.85882,4.10059e-05,4.10059e-05,4.10059e-05
61,2078.67,0.37937,0.31717,0.83613,0.8904,0.70096,0.772,0.64242,0.49124,0.43014,0.8578,4.0006e-05,4.0006e-05,4.0006e-05
62,2113.57,0.38251,0.31556,0.83594,0.88377,0.69932,0.77392,0.64057,0.48435,0.43729,0.85547,3.90061e-05,3.90061e-05,3.90061e-05
63,2148.46,0.37382,0.30895,0.83425,0.90123,0.69197,0.77167,0.6377,0.48231,0.43885,0.85648,3.80062e-05,3.80062e-05,3.80062e-05
64,2183.69,0.37473,0.31015,0.83489,0.88248,0.71147,0.78155,0.64614,0.47779,0.43419,0.8547,3.70063e-05,3.70063e-05,3.70063e-05
65,2217.24,0.3738,0.30664,0.83328,0.9141,0.70372,0.7777,0.64623,0.47743,0.43233,0.8572,3.60064e-05,3.60064e-05,3.60064e-05
66,2252.92,0.37523,0.30668,0.83199,0.89509,0.70522,0.77202,0.64468,0.47974,0.43586,0.86088,3.50065e-05,3.50065e-05,3.50065e-05
67,2288.39,0.37195,0.30145,0.83412,0.89044,0.6916,0.77159,0.64012,0.48372,0.43966,0.86109,3.40066e-05,3.40066e-05,3.40066e-05
68,2321.04,0.36513,0.30425,0.83567,0.90413,0.70317,0.77435,0.64542,0.47939,0.43775,0.86002,3.30067e-05,3.30067e-05,3.30067e-05
69,2355.98,0.36453,0.29912,0.83384,0.91584,0.69102,0.77614,0.64484,0.48338,0.43371,0.86053,3.20068e-05,3.20068e-05,3.20068e-05
70,2391.2,0.3702,0.30237,0.83208,0.93381,0.67862,0.77919,0.64703,0.48353,0.43129,0.85628,3.10069e-05,3.10069e-05,3.10069e-05
71,2425.98,0.37654,0.30658,0.83521,0.9076,0.70442,0.78205,0.64678,0.48628,0.43987,0.8608,3.0007e-05,3.0007e-05,3.0007e-05
72,2461.44,0.36243,0.29664,0.83,0.89398,0.69555,0.77706,0.63928,0.47875,0.44702,0.86002,2.90071e-05,2.90071e-05,2.90071e-05
73,2495.29,0.36268,0.29812,0.83526,0.922,0.68384,0.77746,0.64875,0.4653,0.42778,0.85126,2.80072e-05,2.80072e-05,2.80072e-05
74,2528.94,0.3599,0.29781,0.82782,0.91983,0.69164,0.77851,0.64976,0.47278,0.4368,0.85787,2.70073e-05,2.70073e-05,2.70073e-05
75,2564.13,0.36702,0.29911,0.83103,0.9218,0.70121,0.77969,0.65236,0.46772,0.42569,0.85594,2.60074e-05,2.60074e-05,2.60074e-05
76,2598.69,0.35713,0.29334,0.82873,0.91175,0.69985,0.77791,0.65128,0.46802,0.42735,0.85656,2.50075e-05,2.50075e-05,2.50075e-05
77,2633.07,0.36771,0.29835,0.83232,0.89335,0.71353,0.77841,0.65408,0.46309,0.41693,0.85231,2.40076e-05,2.40076e-05,2.40076e-05
78,2668.65,0.36661,0.29621,0.83102,0.88345,0.71326,0.77866,0.65298,0.45772,0.42357,0.85058,2.30077e-05,2.30077e-05,2.30077e-05
79,2704.47,0.35476,0.28895,0.83067,0.91857,0.70451,0.78411,0.65671,0.45902,0.41959,0.84799,2.20078e-05,2.20078e-05,2.20078e-05
80,2738.71,0.35689,0.28592,0.82937,0.90994,0.70519,0.78549,0.6566,0.45758,0.41906,0.8484,2.10079e-05,2.10079e-05,2.10079e-05
81,2773.13,0.35842,0.28769,0.82869,0.91216,0.71304,0.78139,0.65655,0.4589,0.41547,0.8507,2.0008e-05,2.0008e-05,2.0008e-05
82,2807.26,0.35605,0.28548,0.83317,0.92897,0.70273,0.7855,0.65631,0.46519,0.42018,0.8528,1.90081e-05,1.90081e-05,1.90081e-05
83,2840.67,0.35227,0.27993,0.82597,0.92472,0.7022,0.77823,0.65094,0.46242,0.42169,0.85317,1.80082e-05,1.80082e-05,1.80082e-05
84,2875.51,0.35379,0.28548,0.82591,0.91591,0.70739,0.7859,0.655,0.46387,0.42147,0.85007,1.70083e-05,1.70083e-05,1.70083e-05
85,2908.84,0.35442,0.28125,0.82564,0.91307,0.70434,0.78046,0.64929,0.46531,0.4277,0.85182,1.60084e-05,1.60084e-05,1.60084e-05
86,2944.43,0.35805,0.29021,0.83315,0.92734,0.70453,0.7828,0.65067,0.46334,0.4275,0.85158,1.50085e-05,1.50085e-05,1.50085e-05
87,2979.25,0.35453,0.28511,0.82426,0.89464,0.7137,0.78035,0.65211,0.46343,0.42298,0.85079,1.40086e-05,1.40086e-05,1.40086e-05
88,3012.25,0.35362,0.28274,0.83002,0.92585,0.70158,0.78354,0.65545,0.46013,0.42306,0.85203,1.30087e-05,1.30087e-05,1.30087e-05
89,3046.57,0.35013,0.2806,0.83023,0.93415,0.69518,0.78294,0.65647,0.4626,0.41942,0.85192,1.20088e-05,1.20088e-05,1.20088e-05
90,3082.01,0.351,0.28112,0.8301,0.92422,0.70523,0.78395,0.65348,0.46375,0.42054,0.85235,1.10089e-05,1.10089e-05,1.10089e-05
91,3145.97,0.31167,0.23783,0.79969,0.93911,0.68325,0.77823,0.65304,0.46375,0.42607,0.85405,1.0009e-05,1.0009e-05,1.0009e-05
92,3182.8,0.30892,0.23158,0.80099,0.90828,0.70001,0.77638,0.65082,0.45994,0.42463,0.85435,9.0091e-06,9.0091e-06,9.0091e-06
93,3215.5,0.31253,0.23658,0.79962,0.91802,0.69416,0.78122,0.65298,0.46287,0.42187,0.85557,8.0092e-06,8.0092e-06,8.0092e-06
94,3250.07,0.31181,0.23595,0.80081,0.92552,0.69852,0.77941,0.65259,0.45858,0.41899,0.85238,7.0093e-06,7.0093e-06,7.0093e-06
95,3286.52,0.30749,0.23465,0.8029,0.93341,0.69708,0.78187,0.65519,0.45673,0.41834,0.85046,6.0094e-06,6.0094e-06,6.0094e-06
96,3321.13,0.30877,0.23282,0.7982,0.91552,0.70486,0.77906,0.65453,0.45904,0.41862,0.85193,5.0095e-06,5.0095e-06,5.0095e-06
97,3355.22,0.30625,0.23165,0.79802,0.92854,0.69906,0.78123,0.65139,0.4595,0.41704,0.85262,4.0096e-06,4.0096e-06,4.0096e-06
98,3390.36,0.30047,0.22519,0.7999,0.92031,0.70232,0.78202,0.6533,0.45843,0.41665,0.85271,3.0097e-06,3.0097e-06,3.0097e-06
99,3425.74,0.30409,0.23117,0.80088,0.92831,0.69125,0.78235,0.65293,0.45888,0.41689,0.85311,2.0098e-06,2.0098e-06,2.0098e-06
100,3461.26,0.30911,0.22965,0.79891,0.93223,0.69613,0.78262,0.65334,0.45811,0.41689,0.85264,1.0099e-06,1.0099e-06,1.0099e-06
