epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,1695.65,0.53244,0.56216,0.89329,0.84384,0.59277,0.67168,0.54877,0.63201,0.67436,0.88791,5.83375e-05,5.83375e-05,5.83375e-05
52,1729.94,0.52918,0.56443,0.89018,0.87158,0.58649,0.67842,0.54721,0.63623,0.67746,0.89089,5.75042e-05,5.75042e-05,5.75042e-05
53,1763.25,0.52782,0.56375,0.88845,0.83358,0.60852,0.68024,0.55088,0.62637,0.65533,0.88533,5.6671e-05,5.6671e-05,5.6671e-05
54,1797.35,0.51674,0.54177,0.88767,0.84008,0.60994,0.68081,0.54917,0.62601,0.65332,0.8869,5.58377e-05,5.58377e-05,5.58377e-05
55,1832.35,0.51356,0.5467,0.88296,0.85847,0.59343,0.67415,0.54383,0.63796,0.67107,0.89472,5.50045e-05,5.50045e-05,5.50045e-05
56,1866.03,0.52471,0.55543,0.88553,0.83432,0.59967,0.68221,0.54733,0.64512,0.66828,0.89307,5.41713e-05,5.41713e-05,5.41713e-05
57,1901.34,0.52268,0.54778,0.88799,0.85739,0.60372,0.68309,0.55478,0.62629,0.65205,0.88791,5.3338e-05,5.3338e-05,5.3338e-05
58,1935.84,0.51099,0.53329,0.88259,0.8448,0.59909,0.68072,0.55441,0.62696,0.66203,0.89162,5.25048e-05,5.25048e-05,5.25048e-05
59,1970.22,0.51551,0.54103,0.88837,0.86784,0.58552,0.6828,0.55431,0.6234,0.65674,0.88603,5.16715e-05,5.16715e-05,5.16715e-05
60,2004.7,0.50684,0.53077,0.88402,0.84751,0.60388,0.68481,0.5602,0.61273,0.64933,0.88511,5.08383e-05,5.08383e-05,5.08383e-05
61,2039.16,0.51669,0.53219,0.887,0.87387,0.598,0.69153,0.56466,0.62001,0.64841,0.88608,5.0005e-05,5.0005e-05,5.0005e-05
62,2072.13,0.50707,0.52772,0.88346,0.84658,0.61784,0.68767,0.56101,0.62032,0.63622,0.88274,4.91718e-05,4.91718e-05,4.91718e-05
63,2107.02,0.50214,0.52118,0.88139,0.86519,0.61003,0.69344,0.5587,0.6159,0.63616,0.88028,4.83385e-05,4.83385e-05,4.83385e-05
64,2141.56,0.50447,0.52194,0.88149,0.89549,0.59711,0.68957,0.56022,0.61953,0.6449,0.8831,4.75053e-05,4.75053e-05,4.75053e-05
65,2175.82,0.50357,0.51601,0.87722,0.86976,0.60499,0.6842,0.55311,0.61364,0.65292,0.88213,4.6672e-05,4.6672e-05,4.6672e-05
66,2210.72,0.50138,0.51497,0.87817,0.84219,0.60619,0.68227,0.55781,0.60755,0.63859,0.88167,4.58388e-05,4.58388e-05,4.58388e-05
67,2244.9,0.50449,0.52036,0.88163,0.88789,0.5989,0.68972,0.55298,0.61857,0.64097,0.88527,4.50055e-05,4.50055e-05,4.50055e-05
68,2278.55,0.49595,0.50723,0.87991,0.85837,0.62344,0.69246,0.56396,0.6063,0.62623,0.87505,4.41723e-05,4.41723e-05,4.41723e-05
69,2312.74,0.49235,0.50521,0.8784,0.86465,0.60773,0.68889,0.56105,0.59574,0.62825,0.87246,4.3339e-05,4.3339e-05,4.3339e-05
70,2347.14,0.49524,0.51269,0.87916,0.82861,0.62235,0.69294,0.55995,0.6071,0.64044,0.88037,4.25058e-05,4.25058e-05,4.25058e-05
71,2381.26,0.50573,0.51622,0.88108,0.84701,0.61867,0.69005,0.56175,0.60853,0.6234,0.88082,4.16725e-05,4.16725e-05,4.16725e-05
72,2416.37,0.48984,0.50279,0.87596,0.86288,0.61087,0.69087,0.56281,0.59734,0.6226,0.87688,4.08393e-05,4.08393e-05,4.08393e-05
73,2451.4,0.49234,0.50204,0.87879,0.85506,0.61642,0.69634,0.56223,0.60644,0.63605,0.8813,4.0006e-05,4.0006e-05,4.0006e-05
74,2485.5,0.48736,0.49932,0.86947,0.86088,0.6192,0.69868,0.55879,0.6125,0.64657,0.88388,3.91728e-05,3.91728e-05,3.91728e-05
75,2520.18,0.4964,0.50617,0.87559,0.86278,0.61379,0.69698,0.56216,0.60881,0.63362,0.88048,3.83395e-05,3.83395e-05,3.83395e-05
76,2554.73,0.48573,0.48933,0.87219,0.84233,0.6165,0.69183,0.56344,0.60159,0.63492,0.87895,3.75063e-05,3.75063e-05,3.75063e-05
77,2588.58,0.50102,0.50182,0.87746,0.83712,0.61725,0.691,0.56039,0.59777,0.63375,0.87587,3.6673e-05,3.6673e-05,3.6673e-05
78,2622.91,0.49181,0.49574,0.87343,0.90567,0.59885,0.69237,0.56123,0.60737,0.62935,0.88149,3.58397e-05,3.58397e-05,3.58397e-05
79,2657.21,0.48052,0.48216,0.8754,0.8628,0.61444,0.69395,0.562,0.59924,0.62996,0.87788,3.50065e-05,3.50065e-05,3.50065e-05
80,2691.38,0.49288,0.48913,0.87669,0.845,0.62445,0.69524,0.56222,0.60418,0.63011,0.87875,3.41733e-05,3.41733e-05,3.41733e-05
81,2725.55,0.48588,0.48083,0.87388,0.86447,0.60737,0.69213,0.56496,0.59675,0.63176,0.87502,3.334e-05,3.334e-05,3.334e-05
82,2759.79,0.48026,0.48297,0.87461,0.85605,0.61127,0.6928,0.56353,0.59768,0.63196,0.87742,3.25067e-05,3.25067e-05,3.25067e-05
83,2794.01,0.48143,0.48033,0.86834,0.85197,0.60949,0.69578,0.56401,0.60464,0.63241,0.88028,3.16735e-05,3.16735e-05,3.16735e-05
84,2828.45,0.48155,0.48454,0.87029,0.85275,0.61744,0.69627,0.56268,0.60334,0.61706,0.88147,3.08403e-05,3.08403e-05,3.08403e-05
85,2863.12,0.4838,0.47989,0.87092,0.83945,0.61811,0.69452,0.5631,0.60617,0.62137,0.88376,3.0007e-05,3.0007e-05,3.0007e-05
86,2898.15,0.48941,0.48751,0.87976,0.86511,0.61458,0.69733,0.55989,0.59892,0.62142,0.87986,2.91737e-05,2.91737e-05,2.91737e-05
87,2932.78,0.48554,0.48795,0.87114,0.86424,0.6133,0.69924,0.56179,0.60296,0.61777,0.87846,2.83405e-05,2.83405e-05,2.83405e-05
88,2967.19,0.48251,0.48339,0.874,0.87051,0.61035,0.69253,0.56205,0.59358,0.61496,0.8777,2.75072e-05,2.75072e-05,2.75072e-05
89,3001.65,0.48051,0.48079,0.87302,0.85875,0.61235,0.68958,0.55718,0.60363,0.63192,0.88161,2.6674e-05,2.6674e-05,2.6674e-05
90,3036.86,0.48136,0.48223,0.87383,0.8773,0.60047,0.69814,0.56184,0.59967,0.63122,0.8814,2.58407e-05,2.58407e-05,2.58407e-05
91,3070.49,0.47738,0.47437,0.86689,0.84992,0.61463,0.69522,0.5641,0.59726,0.61817,0.87958,2.50075e-05,2.50075e-05,2.50075e-05
92,3103.72,0.47202,0.46449,0.86694,0.85087,0.61878,0.69645,0.5614,0.60037,0.62931,0.87849,2.41743e-05,2.41743e-05,2.41743e-05
93,3136.76,0.48226,0.47573,0.87145,0.86588,0.60573,0.6977,0.56408,0.59386,0.61818,0.87869,2.3341e-05,2.3341e-05,2.3341e-05
94,3169.97,0.47335,0.47064,0.86693,0.85262,0.61905,0.69703,0.56137,0.60078,0.62434,0.88111,2.25077e-05,2.25077e-05,2.25077e-05
95,3202.92,0.47641,0.47687,0.86758,0.87196,0.61027,0.69631,0.56449,0.59717,0.62532,0.88062,2.16745e-05,2.16745e-05,2.16745e-05
96,3237.04,0.47128,0.46809,0.866,0.88168,0.61269,0.69876,0.56405,0.60158,0.62593,0.88197,2.08413e-05,2.08413e-05,2.08413e-05
97,3271.14,0.48468,0.47843,0.8689,0.85454,0.62145,0.70297,0.56245,0.60466,0.62617,0.88307,2.0008e-05,2.0008e-05,2.0008e-05
98,3305.38,0.47215,0.46987,0.86857,0.8652,0.61651,0.70254,0.56616,0.59714,0.62085,0.87858,1.91747e-05,1.91747e-05,1.91747e-05
99,3339.98,0.47071,0.46554,0.86604,0.88661,0.61308,0.70179,0.56881,0.59458,0.61212,0.87913,1.83415e-05,1.83415e-05,1.83415e-05
100,3373.9,0.46378,0.4606,0.87003,0.89317,0.60497,0.70038,0.56829,0.59068,0.61139,0.87745,1.75083e-05,1.75083e-05,1.75083e-05
101,3408.02,0.47232,0.46488,0.86593,0.87869,0.61789,0.70132,0.57248,0.58509,0.60352,0.87529,1.6675e-05,1.6675e-05,1.6675e-05
102,3442.27,0.4692,0.46946,0.86618,0.8671,0.62052,0.70215,0.5713,0.58673,0.60521,0.87553,1.58418e-05,1.58418e-05,1.58418e-05
103,3476.54,0.46608,0.45785,0.86771,0.85257,0.61952,0.701,0.5696,0.5914,0.60386,0.87614,1.50085e-05,1.50085e-05,1.50085e-05
104,3510.74,0.46192,0.44937,0.8627,0.86283,0.62219,0.70242,0.57142,0.58719,0.60247,0.87545,1.41753e-05,1.41753e-05,1.41753e-05
105,3544.72,0.45591,0.44976,0.86546,0.88414,0.61183,0.70081,0.57073,0.58667,0.60303,0.87425,1.3342e-05,1.3342e-05,1.3342e-05
106,3578.97,0.4604,0.45628,0.86362,0.87622,0.61015,0.70171,0.57262,0.58544,0.6029,0.87482,1.25087e-05,1.25087e-05,1.25087e-05
107,3613.27,0.45587,0.45453,0.8654,0.8803,0.61282,0.70242,0.57143,0.58395,0.59805,0.87525,1.16755e-05,1.16755e-05,1.16755e-05
108,3647.43,0.47081,0.45991,0.86505,0.87505,0.61394,0.70527,0.57405,0.58422,0.5935,0.87497,1.08422e-05,1.08422e-05,1.08422e-05
109,3680.51,0.46616,0.45631,0.86357,0.88035,0.61777,0.70632,0.57207,0.5868,0.59669,0.87641,1.0009e-05,1.0009e-05,1.0009e-05
110,3714.91,0.45719,0.44895,0.86238,0.88295,0.60865,0.70232,0.57066,0.59057,0.60402,0.87717,9.17575e-06,9.17575e-06,9.17575e-06
111,3782.89,0.4171,0.39558,0.84083,0.86986,0.61727,0.69858,0.56715,0.58836,0.60268,0.87663,8.3425e-06,8.3425e-06,8.3425e-06
112,3813.96,0.41501,0.39672,0.83842,0.85439,0.62006,0.69679,0.5666,0.59348,0.60386,0.87881,7.50925e-06,7.50925e-06,7.50925e-06
113,3847.13,0.41505,0.39549,0.83672,0.85315,0.62571,0.70003,0.569,0.59148,0.60528,0.87808,6.676e-06,6.676e-06,6.676e-06
114,3881.14,0.4099,0.39574,0.83455,0.87728,0.6171,0.69786,0.57058,0.59108,0.6027,0.87784,5.84275e-06,5.84275e-06,5.84275e-06
115,3914.74,0.41037,0.39109,0.83628,0.87498,0.62507,0.70002,0.57142,0.58803,0.60095,0.87697,5.0095e-06,5.0095e-06,5.0095e-06
116,3948.22,0.41179,0.39228,0.83841,0.8584,0.62589,0.69995,0.57134,0.58971,0.60046,0.8779,4.17625e-06,4.17625e-06,4.17625e-06
117,3982.76,0.40657,0.39099,0.83363,0.87954,0.61333,0.70036,0.57199,0.58734,0.5985,0.87625,3.343e-06,3.343e-06,3.343e-06
118,4015.78,0.41185,0.39195,0.83476,0.86754,0.6171,0.69968,0.57116,0.58842,0.59853,0.87665,2.50975e-06,2.50975e-06,2.50975e-06
119,4049.21,0.41414,0.38946,0.8352,0.88472,0.61052,0.6992,0.57191,0.59048,0.60282,0.87753,1.6765e-06,1.6765e-06,1.6765e-06
120,4082.95,0.41211,0.39498,0.83598,0.87514,0.61305,0.69961,0.57236,0.58833,0.60102,0.87712,8.4325e-07,8.4325e-07,8.4325e-07
